[2020-12-07T16:49:23,855][INFO ][o.e.p.PluginsService     ] [Kenweide-MacBook-Pro.local] loaded module [x-pack-ccr]
[2020-12-07T16:49:23,855][INFO ][o.e.p.PluginsService     ] [Kenweide-MacBook-Pro.local] loaded module [x-pack-core]
[2020-12-07T16:49:23,855][INFO ][o.e.p.PluginsService     ] [Kenweide-MacBook-Pro.local] loaded module [x-pack-data-streams]
[2020-12-07T16:49:23,855][INFO ][o.e.p.PluginsService     ] [Kenweide-MacBook-Pro.local] loaded module [x-pack-deprecation]
[2020-12-07T16:49:23,855][INFO ][o.e.p.PluginsService     ] [Kenweide-MacBook-Pro.local] loaded module [x-pack-enrich]
[2020-12-07T16:49:23,855][INFO ][o.e.p.PluginsService     ] [Kenweide-MacBook-Pro.local] loaded module [x-pack-eql]
[2020-12-07T16:49:23,856][INFO ][o.e.p.PluginsService     ] [Kenweide-MacBook-Pro.local] loaded module [x-pack-graph]
[2020-12-07T16:49:23,856][INFO ][o.e.p.PluginsService     ] [Kenweide-MacBook-Pro.local] loaded module [x-pack-identity-provider]
[2020-12-07T16:49:23,856][INFO ][o.e.p.PluginsService     ] [Kenweide-MacBook-Pro.local] loaded module [x-pack-ilm]
[2020-12-07T16:49:23,856][INFO ][o.e.p.PluginsService     ] [Kenweide-MacBook-Pro.local] loaded module [x-pack-logstash]
[2020-12-07T16:49:23,856][INFO ][o.e.p.PluginsService     ] [Kenweide-MacBook-Pro.local] loaded module [x-pack-ml]
[2020-12-07T16:49:23,856][INFO ][o.e.p.PluginsService     ] [Kenweide-MacBook-Pro.local] loaded module [x-pack-monitoring]
[2020-12-07T16:49:23,857][INFO ][o.e.p.PluginsService     ] [Kenweide-MacBook-Pro.local] loaded module [x-pack-ql]
[2020-12-07T16:49:23,857][INFO ][o.e.p.PluginsService     ] [Kenweide-MacBook-Pro.local] loaded module [x-pack-rollup]
[2020-12-07T16:49:23,857][INFO ][o.e.p.PluginsService     ] [Kenweide-MacBook-Pro.local] loaded module [x-pack-security]
[2020-12-07T16:49:23,857][INFO ][o.e.p.PluginsService     ] [Kenweide-MacBook-Pro.local] loaded module [x-pack-sql]
[2020-12-07T16:49:23,857][INFO ][o.e.p.PluginsService     ] [Kenweide-MacBook-Pro.local] loaded module [x-pack-stack]
[2020-12-07T16:49:23,857][INFO ][o.e.p.PluginsService     ] [Kenweide-MacBook-Pro.local] loaded module [x-pack-voting-only-node]
[2020-12-07T16:49:23,857][INFO ][o.e.p.PluginsService     ] [Kenweide-MacBook-Pro.local] loaded module [x-pack-watcher]
[2020-12-07T16:49:23,858][INFO ][o.e.p.PluginsService     ] [Kenweide-MacBook-Pro.local] no plugins loaded
[2020-12-07T16:49:23,897][INFO ][o.e.e.NodeEnvironment    ] [Kenweide-MacBook-Pro.local] using [1] data paths, mounts [[/System/Volumes/Data (/dev/disk1s1)]], net usable_space [255.7gb], net total_space [465.6gb], types [apfs]
[2020-12-07T16:49:23,898][INFO ][o.e.e.NodeEnvironment    ] [Kenweide-MacBook-Pro.local] heap size [1gb], compressed ordinary object pointers [true]
[2020-12-07T16:49:23,977][INFO ][o.e.n.Node               ] [Kenweide-MacBook-Pro.local] node name [Kenweide-MacBook-Pro.local], node ID [39Wiee8NS_qhylyeLwm9rQ], cluster name [elasticsearch], roles [transform, master, remote_cluster_client, data, ml, data_content, data_hot, data_warm, data_cold, ingest]
[2020-12-07T16:49:26,454][INFO ][o.e.x.m.p.l.CppLogMessageHandler] [Kenweide-MacBook-Pro.local] [controller/12614] [Main.cc@114] controller (64 bit): Version 7.10.0 (Build ac991e2e31f99d) Copyright (c) 2020 Elasticsearch BV
[2020-12-07T16:49:27,009][INFO ][o.e.x.s.a.s.FileRolesStore] [Kenweide-MacBook-Pro.local] parsed [0] roles from file [/Users/kenweihuang/Desktop/GitHub/ir-project/elasticsearch-7.10.0/config/roles.yml]
[2020-12-07T16:49:27,768][INFO ][o.e.t.NettyAllocator     ] [Kenweide-MacBook-Pro.local] creating NettyAllocator with the following configs: [name=unpooled, suggested_max_allocation_size=256kb, factors={es.unsafe.use_unpooled_allocator=null, g1gc_enabled=true, g1gc_region_size=1mb, heap_size=1gb}]
[2020-12-07T16:49:27,819][INFO ][o.e.d.DiscoveryModule    ] [Kenweide-MacBook-Pro.local] using discovery type [zen] and seed hosts providers [settings]
[2020-12-07T16:49:28,106][WARN ][o.e.g.DanglingIndicesState] [Kenweide-MacBook-Pro.local] gateway.auto_import_dangling_indices is disabled, dangling indices will not be automatically detected or imported and must be managed manually
[2020-12-07T16:49:28,392][INFO ][o.e.n.Node               ] [Kenweide-MacBook-Pro.local] initialized
[2020-12-07T16:49:28,392][INFO ][o.e.n.Node               ] [Kenweide-MacBook-Pro.local] starting ...
[2020-12-07T16:49:28,501][INFO ][o.e.t.TransportService   ] [Kenweide-MacBook-Pro.local] publish_address {127.0.0.1:9300}, bound_addresses {[::1]:9300}, {127.0.0.1:9300}
[2020-12-07T16:49:28,726][WARN ][o.e.b.BootstrapChecks    ] [Kenweide-MacBook-Pro.local] the default discovery settings are unsuitable for production use; at least one of [discovery.seed_hosts, discovery.seed_providers, cluster.initial_master_nodes] must be configured
[2020-12-07T16:49:28,726][INFO ][o.e.c.c.Coordinator      ] [Kenweide-MacBook-Pro.local] cluster UUID [i50NUdqJT3WBozbbvFNHag]
[2020-12-07T16:49:28,734][INFO ][o.e.c.c.ClusterBootstrapService] [Kenweide-MacBook-Pro.local] no discovery configuration found, will perform best-effort cluster bootstrapping after [3s] unless existing master is discovered
[2020-12-07T16:49:28,880][INFO ][o.e.c.s.MasterService    ] [Kenweide-MacBook-Pro.local] elected-as-master ([1] nodes joined)[{Kenweide-MacBook-Pro.local}{39Wiee8NS_qhylyeLwm9rQ}{KKQrDXsGSMaVr4-nLjyYBA}{127.0.0.1}{127.0.0.1:9300}{cdhilmrstw}{ml.machine_memory=17179869184, xpack.installed=true, transform.node=true, ml.max_open_jobs=20} elect leader, _BECOME_MASTER_TASK_, _FINISH_ELECTION_], term: 2, version: 40, delta: master node changed {previous [], current [{Kenweide-MacBook-Pro.local}{39Wiee8NS_qhylyeLwm9rQ}{KKQrDXsGSMaVr4-nLjyYBA}{127.0.0.1}{127.0.0.1:9300}{cdhilmrstw}{ml.machine_memory=17179869184, xpack.installed=true, transform.node=true, ml.max_open_jobs=20}]}
[2020-12-07T16:49:28,936][INFO ][o.e.c.s.ClusterApplierService] [Kenweide-MacBook-Pro.local] master node changed {previous [], current [{Kenweide-MacBook-Pro.local}{39Wiee8NS_qhylyeLwm9rQ}{KKQrDXsGSMaVr4-nLjyYBA}{127.0.0.1}{127.0.0.1:9300}{cdhilmrstw}{ml.machine_memory=17179869184, xpack.installed=true, transform.node=true, ml.max_open_jobs=20}]}, term: 2, version: 40, reason: Publication{term=2, version=40}
[2020-12-07T16:49:28,964][INFO ][o.e.h.AbstractHttpServerTransport] [Kenweide-MacBook-Pro.local] publish_address {127.0.0.1:9200}, bound_addresses {[::1]:9200}, {127.0.0.1:9200}
[2020-12-07T16:49:28,964][INFO ][o.e.n.Node               ] [Kenweide-MacBook-Pro.local] started
[2020-12-07T16:49:29,134][INFO ][o.e.l.LicenseService     ] [Kenweide-MacBook-Pro.local] license [1440ae79-2b5c-4d34-96cd-26028781a5b3] mode [basic] - valid
[2020-12-07T16:49:29,135][INFO ][o.e.x.s.s.SecurityStatusChangeListener] [Kenweide-MacBook-Pro.local] Active license is now [BASIC]; Security is disabled
[2020-12-07T16:49:29,137][INFO ][o.e.g.GatewayService     ] [Kenweide-MacBook-Pro.local] recovered [0] indices into cluster_state
